mastertccode3606	group	statespond	cowmastercountry	masterccode	fatalities19982005	OrgAge	ordsize	terrStrong	degree	ContainRelig	ContainEthno	LeftNoReligEthno	PureRelig	PureEthno	ReligEthno	ContainRelig2	ContainEthno2	Islam
91	"Army of the Followers of Sunni Islam"	0	"Iraq"	645	3	2	0	0	1	1	1	0	0	0	1	0	0	1
20009	"Brigades of Imam al-Hassan al-Basri"	0	"Iraq"	645	2	1	0	0	1	1	0	0	1	0	0	1	0	1
20021	"Brigades of Martyr Ahmed Yassin"	0	"Iraq"	645	4	2	0	0	1	0	0	0	0	0	0	0	0	0
10103	"Brigades of the Victorious Lion of God"	0	"Iraq"	645	0	2	0	0	1	1	0	0	1	0	0	1	0	1
152	"Divine Wrath Brigades"	0	"Iraq"	645	0	2	0	0	1	1	1	0	0	0	1	0	0	1
20034	"Iraqi Revenge Brigades"	0	"Iraq"	645	0	1	0	0	0	0	0	0	0	0	0	0	0	0
225	"Islamic Army in Iraq"	0	"Iraq"	645	7	2	1	0	4	1	1	0	0	0	1	0	0	1
228	"Islamic Jihad Brigades"	0	"Iraq"	645	3	1	0	0	1	1	0	0	1	0	0	1	0	1
231	"Islamic Resistance Brigades"	0	"Iraq"	645	0	2	0	0	0	1	1	0	0	0	1	0	0	1
20008	"Jaish al-Taifa al-Mansoura"	0	"Iraq"	645	7	3	0	0	4	1	0	0	1	0	0	1	0	1
20036	"Karbala Brigades"	0	"Iraq"	645	0	2	0	0	0	1	1	0	0	0	1	0	0	1
282	"Mahdi Army"	1	"Iraq"	645	0	3	2	1	2	1	1	0	0	0	1	0	0	1
309	"Mujahedin-e-Khalq (MeK)"	0	"Iraq"	645	9	43	1	0	0	0	0	1	0	0	0	0	0	0
20097	"Mujahideen Shura Council"	0	"Iraq"	645	0	1	0	0	4	1	1	0	0	0	1	0	0	1
20041	"Protectors of Islam Brigade"	0	"Iraq"	645	0	1	0	0	0	1	0	0	0	0	0	1	0	1
9907	"Saraya al-Shuhuada al-jihadiyah fi al-Iraq"	0	"Iraq"	645	7	2	1	0	0	1	1	0	0	0	1	0	0	1
9939	"Takfir wa Hijra"	0	"Iraq"	645	12	26	1	0	3	1	0	0	1	0	0	1	0	1
9943	"Tawhid and Jihad"	0	"Iraq"	645	191	9	0	0	3	1	1	0	0	0	1	0	0	1
9947	"The Holders of the Black Banners"	0	"Iraq"	645	0	2	0	0	0	1	1	0	0	0	1	0	0	1
9983	"Usd Allah"	0	"Iraq"	645	0	2	0	0	1	1	0	0	1	0	0	1	0	1
30022	"al-Ahwal Brigades"	0	"Iraq"	645	0	1	0	0	2	1	0	0	1	0	0	1	0	1
16	"al-Faruq Brigades"	0	"Iraq"	645	7	3	2	0	0	1	1	0	0	0	1	0	0	1
20007	"al-Qaeda Organization in the Land of the Two Rivers"	0	"Iraq"	645	1543	2	2	0	9	1	1	0	0	0	1	0	0	1
20017	"Battalion of the Martyr Abdullah Azzam"	0	"Egypt"	651	3	2	0	0	1	1	0	0	1	0	0	1	0	1
158	"Egyptian Islamic Jihad (EIJ)"	0	"Egypt"	651	1	29	1	0	3	1	0	0	1	0	0	1	0	1
30030	"Islamic Glory Brigades in the Land of the Nile"	0	"Egypt"	651	4	1	0	0	0	1	0	0	1	0	0	1	0	1
30039	"Tawhid Islamic Brigades"	0	"Egypt"	651	34	2	0	0	0	1	0	0	1	0	0	1	0	1
19	"al-Gama'a al-Islamiyya (GAI)"	1	"Egypt"	651	4	29	1	0	2	1	0	0	1	0	0	1	0	1
39	"Amal"	1	"Lebanon"	660	1	31	2	0	0	0	1	0	0	0	0	0	1	0
54	"Ansar Allah"	0	"Lebanon"	660	0	12	0	0	1	1	0	0	1	0	0	1	0	1
20015	"Asbat al-Ansar"	0	"Lebanon"	660	7	19	1	0	4	1	0	0	1	0	0	1	0	1
207	"Hezbollah"	1	"Lebanon"	660	10	24	3	1	4	1	1	0	0	0	1	0	0	1
30038	"Strugglers for the Unity and Freedom of Greater Syria"	1	"Lebanon"	660	4	1	0	0	0	0	1	0	0	1	0	0	1	0
9916	"Shurafa al-Urdun"	0	"Jordan"	663	1	5	0	0	0	0	0	0	0	0	0	0	0	0
30025	"Abu al-Rish Brigades"	0	"Israel"	666	0	13	0	0	2	0	1	0	0	1	0	0	1	0
20016	"Badr Forces"	0	"Israel"	666	1	5	3	0	2	0	1	0	0	0	0	0	1	0
30027	"Black Panthers (West Bank/Gaza)"	0	"Israel"	666	0	17	0	0	2	0	1	0	0	1	0	0	1	0
130	"Committee for the Security of the Highways"	0	"Israel"	666	3	8	0	0	1	1	1	0	0	0	1	0	0	0
147	"Democratic Front for the Liberation of Palestine (DFLP)"	1	"Israel"	666	7	37	1	0	3	0	1	0	0	0	0	0	1	0
20027	"Free People of Galillee"	0	"Israel"	666	0	3	0	0	0	1	1	0	0	0	1	0	0	1
200	"Hamas"	1	"Israel"	666	385	19	3	1	11	1	1	0	0	0	1	0	0	1
242	"Jenin Martyrs' Brigade"	0	"Israel"	666	17	3	0	0	1	1	1	0	0	0	1	0	0	1
248	"Kach"	0	"Israel"	666	0	35	0	0	1	1	1	0	0	0	1	0	0	0
20037	"Knights of the Tempest"	0	"Israel"	666	0	1	0	0	1	0	1	0	0	0	0	0	1	0
286	"Martyr Abu-Ali Mustafa Brigades"	0	"Israel"	666	0	5	0	0	1	0	1	0	0	0	0	0	1	0
9819	"Palestinian Islamic Jihad (PIJ)"	1	"Israel"	666	121	29	1	0	5	1	1	0	0	0	1	0	0	1
9836	"Popular Front for the Liberation of Palestine (PFLP)"	1	"Israel"	666	29	39	1	0	6	0	0	0	0	0	0	0	0	0
9841	"Popular Resistance Committees"	0	"Israel"	666	0	6	0	0	5	1	1	0	0	0	1	0	0	1
9867	"Revenge of Hebrew Babies"	0	"Israel"	666	0	4	0	0	0	0	0	0	0	0	0	0	0	0
9905	"Salah al-Din Battalions"	0	"Israel"	666	3	6	0	0	1	1	1	0	0	0	1	0	0	1
9941	"Tanzim"	0	"Israel"	666	0	13	0	1	4	0	1	0	0	1	0	0	1	0
12	"al-Aqsa Martyrs Brigades"	0	"Israel"	666	10	6	0	0	3	0	1	0	0	0	0	0	1	0
17	"al-Fatah"	1	"Israel"	666	266	49	3	1	8	0	1	0	0	0	0	0	1	0
31	"al-Quds Brigades"	0	"Israel"	666	0	29	0	0	1	1	1	0	0	0	1	0	0	1
21	"al-Haramayn Brigades"	0	"Saudi Arabia"	670	0	3	0	0	0	1	0	0	1	0	0	1	0	1
29	"al-Qaeda in the Arabian Penninsula (AQAP)"	0	"Saudi Arabia"	670	10	2	1	0	1	1	0	0	1	0	0	1	0	1
8	"Aden Abyan Islamic Army (AAIA)"	0	"Yemen"	679	8	12	0	0	2	1	0	0	1	0	0	1	0	1
211	"Hizb-I-Islami"	0	"Afghanistan"	700	10	31	1	1	2	1	1	0	0	0	1	0	0	1
236	"Jaish-ul-Muslimin"	0	"Afghanistan"	700	4	2	0	0	1	1	1	0	0	0	1	0	0	1
30003	"Jund al-Sham"	0	"Afghanistan"	700	1	7	1	0	2	1	0	0	1	0	0	1	0	1
311	"Mujahideen Message"	0	"Afghanistan"	700	0	3	0	0	1	1	1	0	0	0	1	0	0	1
9903	"Saif-ul-Muslimeen"	0	"Afghanistan"	700	0	3	0	0	0	1	1	0	0	0	1	0	0	1
9940	"Taliban"	1	"Afghanistan"	700	338	12	2	1	5	1	0	0	1	0	0	1	0	1
9982	"United Tajik Opposition (UTO)"	0	"Tajikistan"	702	1	5	2	0	0	1	0	0	0	0	0	1	0	1
230	"Islamic Movement of Uzbekistan (IMU)"	0	"Uzbekistan"	704	7	8	1	1	2	1	1	0	0	0	1	0	0	1
154	"East Turkistan Liberation Organization"	0	"China"	710	2	4	1	0	1	1	1	0	0	0	1	0	0	1
9984	"Uygur Holy War Organization"	0	"China"	710	2	5	0	0	0	1	1	0	0	0	1	0	0	1
122	"Chukakuha"	0	"Japan"	740	0	49	2	0	0	0	0	1	0	0	0	0	0	0
250	"Kakurokyo"	0	"Japan"	740	0	37	0	0	1	0	0	1	0	0	0	0	0	0
9872	"Revolutionary Army"	0	"Japan"	740	0	6	0	0	1	0	0	0	0	0	0	0	0	0
10004	"Achik National Volunteer Council (ANVC)"	0	"India"	750	0	11	1	1	3	0	1	0	0	1	0	0	1	0
20003	"Adivasi Cobra Force (ACF)"	0	"India"	750	1	10	0	0	0	0	1	0	0	0	0	0	1	0
38	"All Tripura Tiger Force (ATTF)"	0	"India"	750	59	16	1	0	1	0	1	0	0	0	0	0	1	0
20005	"Babbar Khalsa International (BKI)"	0	"India"	750	1	28	1	0	0	0	1	0	0	0	0	0	1	0
10123	"Birsa Commando Force (BCF)"	0	"India"	750	0	10	0	0	0	0	1	0	0	0	0	0	1	0
20004	"Bodo Liberation Tigers (BLT)"	0	"India"	750	1	10	2	0	0	0	1	0	0	0	0	0	1	0
110	"Borok National Council of Tripura (BNCT)"	0	"India"	750	2	6	1	0	1	1	1	0	0	0	1	0	0	0
10022	"Communist Party of India-Maoist (CPI-M)"	0	"India"	750	117	2	2	1	4	0	0	1	0	0	0	0	0	0
209	"Hindu Sena Rashtriya Sangh Party"	0	"India"	750	19	6	0	0	0	0	0	0	0	0	0	0	0	0
20035	"Islamic Defense Force"	1	"India"	750	0	9	0	0	1	1	0	0	1	0	0	1	0	1
239	"Janashakti"	0	"India"	750	0	14	1	0	1	0	0	1	0	0	0	0	0	0
30005	"Jihad Committee"	1	"India"	750	0	20	0	0	1	1	1	0	0	0	1	0	0	1
30033	"Kanglei Yawol Kanna Lup (KYKL)"	0	"India"	750	0	12	0	0	5	0	1	0	0	0	0	0	1	0
30034	"Kangleipak Communist Party"	0	"India"	750	0	26	0	0	2	0	1	0	0	0	0	0	1	0
20038	"Kuki Liberation Army (KLA)"	0	"India"	750	0	9	0	0	0	0	1	0	0	0	0	0	1	0
284	"Maoist Communist Center (MCC)"	0	"India"	750	24	37	1	1	3	0	0	1	0	0	0	0	0	0
310	"Mujahideen al-Mansooran"	0	"India"	750	0	4	0	0	0	0	1	0	0	0	0	0	1	0
315	"National Democratic Front of Bodoland (NDFB)"	0	"India"	750	117	18	2	0	3	0	1	0	0	0	0	0	1	0
318	"National Liberation Front of Tripura (NLFT)"	0	"India"	750	54	17	2	0	2	0	1	0	0	0	0	0	1	0
10079	"National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM)"	1	"India"	750	4	18	2	0	7	0	1	0	0	0	0	0	1	0
9832	"People's War Group (PWG)"	0	"India"	750	112	26	2	1	3	0	0	1	0	0	0	0	0	0
9909	"Save Kashmir Movement"	0	"India"	750	10	4	0	0	0	0	1	0	0	1	0	0	1	0
9934	"Students Islamic Movement of India (SIMI)"	1	"India"	750	0	29	3	0	2	1	0	0	1	0	0	1	0	1
9974	"United Kuki Liberation Front (UKLF)"	0	"India"	750	0	9	1	0	1	0	1	0	0	1	0	0	1	0
9975	"United Liberation Front of Assam (ULFA)"	1	"India"	750	59	27	2	0	4	0	0	0	0	0	0	0	0	0
30040	"United National Liberation Front (UNLF)"	0	"India"	750	2	42	2	1	6	0	1	0	0	0	0	0	1	0
9976	"United People's Democratic Solidarity (UPDS)"	0	"India"	750	25	7	1	0	0	0	1	0	0	1	0	0	1	0
10000	"Zomi Revolutionary Army (ZRA)"	0	"India"	750	7	29	2	0	1	0	1	0	0	1	0	0	1	0
24	"al-Madina"	0	"India"	750	0	4	0	0	2	1	1	0	0	0	1	0	0	1
25	"al-Mansoorain"	0	"India"	750	16	3	0	0	1	1	1	0	0	0	1	0	0	1
10006	"313"	0	"Pakistan"	770	6	3	2	0	3	1	1	0	0	0	1	0	0	1
100	"Baloch Liberation Army (BLA)"	0	"Pakistan"	770	0	3	2	0	0	0	1	0	0	0	0	0	1	0
205	"Harakat ul-Mudjahidin (HuM)"	1	"Pakistan"	770	7	21	1	0	4	1	1	0	0	0	1	0	0	1
212	"Hizbul Mujahideen (HM)"	0	"Pakistan"	770	4	17	1	1	7	0	1	0	0	0	0	0	1	0
235	"Jaish-e-Mohammad (JeM)"	0	"Pakistan"	770	49	6	1	0	5	1	1	0	0	0	1	0	0	1
237	"Jamiat ul-Mujahedin (JuM)"	0	"Pakistan"	770	7	16	1	0	1	1	1	0	0	0	1	0	0	1
266	"Lashkar-I-Omar"	0	"Pakistan"	770	19	5	1	0	3	1	1	0	0	0	1	0	0	1
264	"Lashkar-e-Jhangvi (LeJ)"	1	"Pakistan"	770	100	10	1	0	5	1	1	0	0	0	1	0	0	1
265	"Lashkar-e-Taiba (LeT)"	0	"Pakistan"	770	138	6	1	0	8	1	1	0	0	0	1	0	0	1
10224	"Muslim United Army"	0	"Pakistan"	770	0	3	0	0	2	1	0	0	1	0	0	1	0	1
313	"Muttahida Qami Movement (MQM)"	0	"Pakistan"	770	4	5	2	0	0	0	1	0	0	0	0	0	1	0
11	"al-Aarifeen"	0	"Pakistan"	770	1	4	1	0	3	1	1	0	0	0	1	0	0	1
13	"al-Badr"	0	"Pakistan"	770	0	35	1	0	2	1	1	0	0	0	1	0	0	1
22	"al-Intiqami al-Pakistani"	0	"Pakistan"	770	6	4	0	0	0	1	0	0	1	0	0	1	0	1
27	"al-Nawaz"	0	"Pakistan"	770	2	7	0	0	0	0	0	0	0	0	0	0	0	0
28	"al-Qaeda"	0	"Pakistan"	770	3505	19	2	1	33	1	0	0	1	0	0	1	0	1
33	"al-Umar Mujahideen"	0	"Pakistan"	770	0	17	1	0	3	1	1	0	0	0	1	0	0	1
208	"Hikmatul Zihad"	0	"Bangladesh"	771	19	2	0	0	0	1	0	0	1	0	0	1	0	1
10192	"Islami Chhatra Shibir (ICS)"	0	"Bangladesh"	771	21	65	2	0	1	1	0	0	1	0	0	1	0	1
233	"Islamic Shashantantra Andolon (ISA)"	0	"Bangladesh"	771	3	4	2	0	0	1	0	0	1	0	0	1	0	1
30031	"Jagrata Muslim Janata Bangladesh"	0	"Bangladesh"	771	0	8	0	0	1	1	0	0	1	0	0	1	0	1
30014	"Jamatul Mujahedin Bangladesh"	0	"Bangladesh"	771	23	1	0	0	2	1	0	0	1	0	0	1	0	1
9815	"Purbo Banglar Communist Party (PBCP)"	0	"Bangladesh"	771	14	3	1	1	0	0	0	1	0	0	0	0	0	0
149	"Democratic Karen Buddhist Army (DKBA)"	0	"Myanmar (Burma)"	775	0	4	1	1	0	0	1	0	0	0	0	0	1	0
20028	"God's Army"	0	"Myanmar (Burma)"	775	10	9	1	0	1	1	1	0	0	0	1	0	0	0
251	"Kayin National Union (KNU)"	0	"Myanmar (Burma)"	775	27	47	1	1	1	0	1	0	0	0	0	0	1	0
252	"Kenkoku Giyugun Chosen Seibatsutai"	0	"Myanmar (Burma)"	775	0	3	0	0	0	0	1	0	0	0	0	0	1	0
9986	"Vigorous Burmese Student Warriors"	0	"Myanmar (Burma)"	775	0	7	0	0	0	0	0	0	0	0	0	0	0	0
276	"Liberation Tigers of Tamil Eelam (LTTE)"	1	"Sri Lanka"	780	243	30	2	1	0	0	1	0	0	0	0	0	1	0
9917	"Sihala Urumaya"	0	"Sri Lanka"	780	0	6	2	0	0	0	1	0	0	0	0	0	1	0
10110	"Akhil Krantikari"	0	"Nepal"	790	0	1	2	0	1	0	0	1	0	0	0	0	0	0
134	"Communist Party of Nepal-Maoists (CPN-M)"	0	"Nepal"	790	101	10	2	1	4	0	0	1	0	0	0	0	0	0
102	"Bersatu"	0	"Thailand"	800	1	17	0	0	2	1	1	0	0	0	1	0	0	1
9822	"Pattani United Liberation Organization (PULO)"	0	"Thailand"	800	7	38	0	0	4	1	1	0	0	0	1	0	0	1
9933	"Sri Nakharo"	0	"Thailand"	800	2	5	0	0	2	1	1	0	0	0	1	0	0	1
20046	"Young Liberators of Pattani"	0	"Thailand"	800	0	4	0	0	0	0	1	0	0	0	0	0	1	0
20045	"Underground Government of the Free Democratic People of Laos"	0	"Laos"	812	0	6	0	0	0	0	1	0	0	0	0	0	1	0
20000	"Abdurajak Janjalani Brigade (AJB)"	0	"Philippines"	840	0	7	0	0	1	0	0	0	0	0	0	0	0	0
4	"Abu Sayyaf Group (ASG)"	0	"Philippines"	840	186	15	1	1	4	1	1	0	0	0	1	0	0	1
36	"Alex Boncayao Brigade (ABB)"	0	"Philippines"	840	0	22	1	0	1	0	0	1	0	0	0	0	0	0
179	"Free Vietnam Revolutionary Group"	0	"Philippines"	840	0	5	1	0	0	0	0	0	0	0	0	0	0	0
215	"Indigenous People's Federal Army (IPFA)"	0	"Philippines"	840	0	5	1	0	0	1	1	0	0	0	1	0	0	1
300	"Moro Islamic Liberation Front (MILF)"	0	"Philippines"	840	103	28	2	1	2	1	1	0	0	0	1	0	0	1
301	"Moro National Liberation Front (MNLF)"	1	"Philippines"	840	0	34	2	1	2	1	1	0	0	0	1	0	0	1
327	"New People's Army (NPA)"	1	"Philippines"	840	36	37	3	1	2	0	0	1	0	0	0	0	0	0
10258	"Rebolusyonaryong Hukbong Bayan (RHB)"	0	"Philippines"	840	2	8	1	0	0	0	0	1	0	0	0	0	0	0
539	"Anti-Communist Command (KAK)"	0	"Indonesia"	850	0	6	0	0	0	1	0	0	0	0	0	1	0	1
177	"Free Aceh Movement (GAM)"	0	"Indonesia"	850	58	31	2	0	1	1	1	0	0	0	1	0	0	1
10169	"Free Papua Movement (OPM)"	1	"Indonesia"	850	0	43	2	1	1	0	1	0	0	0	0	0	1	0
183	"Front for Defenders of Islam (FPI)"	0	"Indonesia"	850	0	9	2	0	0	1	0	0	1	0	0	1	0	1
241	"Jemaah Islamiya (JI)"	0	"Indonesia"	850	227	13	1	1	2	1	0	0	1	0	0	1	0	1
10213	"Laskar Jihad"	1	"Indonesia"	850	14	6	0	1	3	1	1	0	0	0	1	0	0	1
20039	"Mujahideen KOMPAK"	0	"Indonesia"	850	0	5	0	0	0	1	0	0	1	0	0	1	0	1
9927	"South Maluku Republic (RMS)"	0	"Indonesia"	850	4	8	2	0	0	0	1	0	0	1	0	0	1	0
